other_constraints_for_maize_production_Aug_Sept_2020,other_constraints_Aug_Sept_2020,level_of_severity_maize_production_Aug_Sept_2020,PARENT_KEY,KEY
Drought,,Medium,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Shortage_of_rain,,Medium,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Drought,,Medium,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Soil_fertility_exhaustion_,,Medium,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,High,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[1]
Drought,,High,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,Medium,uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,Medium,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Other_pests,,Low,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
other,Shortage of finances to acquire inputs,Low,uuid:c6a93dc4-8d7c-4b06-b147-d9c9df99a040/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c6a93dc4-8d7c-4b06-b147-d9c9df99a040/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:212580f2-9ce4-4ae3-b034-d72390393977/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:212580f2-9ce4-4ae3-b034-d72390393977/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
,,Low,uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:67cd64a9-356f-42f1-a7d8-a0146cb543d9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:89b6bc47-4879-4591-823b-ec8b8231739e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Drought,,High,uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:47723d49-7247-438c-828d-fd058255c78f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,Medium,uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Drought,,High,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,Medium,uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:85747ebe-7301-4275-b5ef-4567b2a3d399/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Drought,,High,uuid:60a68405-60e8-4678-930a-e21b31d1230f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:60a68405-60e8-4678-930a-e21b31d1230f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:3c47e1e7-b112-4ae7-9129-fcada8c54241/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:3c47e1e7-b112-4ae7-9129-fcada8c54241/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:73c87c15-4de3-4785-a6c3-46c744464d12/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Low,uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:1caa0fe8-838d-4ba4-b216-e5ee1e993dc9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,High,uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:cbbf6dc4-126e-4acd-9158-fe997842e98d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Theft,Low,uuid:515c0f2c-960e-46bb-96ea-a025cdc12d68/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:515c0f2c-960e-46bb-96ea-a025cdc12d68/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:dbaddb91-4a28-4b66-8994-0e37783ac8e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:dbaddb91-4a28-4b66-8994-0e37783ac8e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,High,uuid:f69a21ba-ff24-42c1-b5bf-eff717580548/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f69a21ba-ff24-42c1-b5bf-eff717580548/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:8298f1b2-d5d7-4d31-bf17-c1d175482eae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8298f1b2-d5d7-4d31-bf17-c1d175482eae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:8298f1b2-d5d7-4d31-bf17-c1d175482eae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8298f1b2-d5d7-4d31-bf17-c1d175482eae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,High,uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,High,uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,None,Low,uuid:0c8926a6-fca4-4c6d-bd04-dc59e246ced9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:0c8926a6-fca4-4c6d-bd04-dc59e246ced9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:60c0af4c-2602-4451-8b61-ba40cd09a1ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:60c0af4c-2602-4451-8b61-ba40cd09a1ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,too much rain,High,uuid:cc0bbf64-c76f-4e03-aa71-ec697b87f517/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:cc0bbf64-c76f-4e03-aa71-ec697b87f517/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:598606b0-c282-4773-9278-d54f0bbb740f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:598606b0-c282-4773-9278-d54f0bbb740f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:429ffe3c-86a9-4cad-956e-f5a22d1bf3c5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:429ffe3c-86a9-4cad-956e-f5a22d1bf3c5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:a0d37626-a05e-414c-ad78-4c39f5c41d7f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:a0d37626-a05e-414c-ad78-4c39f5c41d7f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:e217243e-5052-4eb3-b07d-689f233da586/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e217243e-5052-4eb3-b07d-689f233da586/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:e217243e-5052-4eb3-b07d-689f233da586/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e217243e-5052-4eb3-b07d-689f233da586/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
other,Theft,High,uuid:67527d9c-9a68-4eab-9a04-e1dc985c0021/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:67527d9c-9a68-4eab-9a04-e1dc985c0021/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Theft,High,uuid:67527d9c-9a68-4eab-9a04-e1dc985c0021/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:67527d9c-9a68-4eab-9a04-e1dc985c0021/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:d3f32d59-60c6-42e9-9009-be69647fe76f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d3f32d59-60c6-42e9-9009-be69647fe76f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:598bc491-bd4d-4b7b-b969-bac4fd1d42d8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b812dda1-5c79-431f-99c7-8e4a7613e18e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:af0eeb10-578b-44e5-ae64-56af198344d8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:af0eeb10-578b-44e5-ae64-56af198344d8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:49b74130-d328-40cc-88ef-3378391b4c87/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:49b74130-d328-40cc-88ef-3378391b4c87/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:b978d291-c584-4b22-994c-96acf065e3b2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b978d291-c584-4b22-994c-96acf065e3b2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,None,Low,uuid:aa7d2c50-c9dc-4f1f-9dd8-c6e88e2cc9a5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:aa7d2c50-c9dc-4f1f-9dd8-c6e88e2cc9a5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,Medium,uuid:ec1ce14c-c80d-44ad-ad34-2f99d1a851d1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:ec1ce14c-c80d-44ad-ad34-2f99d1a851d1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:81fcf54b-f3e6-40ba-b943-be12213859b1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:81fcf54b-f3e6-40ba-b943-be12213859b1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:2b952b15-db21-4287-94f7-7ebb0cd7855f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:2b952b15-db21-4287-94f7-7ebb0cd7855f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:cf409ba1-8cb2-4b36-b820-913783f8c98a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:cf409ba1-8cb2-4b36-b820-913783f8c98a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,High,uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[1]
Drought,,High,uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4],uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]/other_constraints_maize_production[1]
Shortage_of_rain,,Medium,uuid:c3f0a9a1-70b8-453c-94c9-4b129e81cad3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c3f0a9a1-70b8-453c-94c9-4b129e81cad3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:2b670aae-b0e6-4f0c-adc3-20aef0a2d5d1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:2b670aae-b0e6-4f0c-adc3-20aef0a2d5d1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:2b670aae-b0e6-4f0c-adc3-20aef0a2d5d1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:2b670aae-b0e6-4f0c-adc3-20aef0a2d5d1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Shortage_of_rain,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[1]
Shortage_of_rain,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[2]
Other_pests,,Low,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/other_constraints_maize_production[3]
Drought,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[5],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[5]/other_constraints_maize_production[1]
Drought,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[5],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[5]/other_constraints_maize_production[2]
Drought,,High,uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Soil_fertility_exhaustion_,,High,uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,High,uuid:fb24a20d-12ba-46df-b329-f1164876fea8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fb24a20d-12ba-46df-b329-f1164876fea8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
other,Delayed rains,Medium,uuid:c0d1cec6-0b11-48a0-96a3-af1e3e6fa999/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:c0d1cec6-0b11-48a0-96a3-af1e3e6fa999/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,Medium,uuid:22c4b622-938e-42f3-8fe9-a214a8e0182e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:22c4b622-938e-42f3-8fe9-a214a8e0182e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Shortage_of_rain,,Medium,uuid:287285d8-a9e5-4863-bc66-3ac55fc9c006/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:287285d8-a9e5-4863-bc66-3ac55fc9c006/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Other_pests,,Medium,uuid:287285d8-a9e5-4863-bc66-3ac55fc9c006/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:287285d8-a9e5-4863-bc66-3ac55fc9c006/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[2]
Drought,,Medium,uuid:287285d8-a9e5-4863-bc66-3ac55fc9c006/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:287285d8-a9e5-4863-bc66-3ac55fc9c006/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[3]
Drought,,High,uuid:b17ca88b-3d49-4c3b-af0c-b004675debea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b17ca88b-3d49-4c3b-af0c-b004675debea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:e1e9b848-4ed4-440b-8a64-98a747ee143f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e1e9b848-4ed4-440b-8a64-98a747ee143f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:54592387-8f0a-4a59-8c9f-9e5839dd8404/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:54592387-8f0a-4a59-8c9f-9e5839dd8404/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
Drought,,High,uuid:805cf1b9-4e28-4e62-8fae-6888c0ab8f2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:805cf1b9-4e28-4e62-8fae-6888c0ab8f2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/other_constraints_maize_production[1]
