strategies_was_used_to_control_Stem-borer_Feb_March_2020,specify_the_pesticide_stem_borer,perception_on_the_effectiveness_in_controlling_Stem-borer_Feb_March_2020,PARENT_KEY,KEY
Intercropping_With_Legumes,,Medium,uuid:3119d7fe-94e1-46fc-80c8-86662bf11b03/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3119d7fe-94e1-46fc-80c8-86662bf11b03/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Roket,High,uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Intercropping_With_Legumes,,Medium,uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:14d6b913-d38f-45f7-8870-d404d73dbba0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[3]
Pesticides_Application,,High,uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ece97d7a-a0fd-41f0-98c1-4fd5c079fe79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Roket,High,uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6b6f1e90-072e-4c89-a47f-ded25ce395af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:ba8e2c8c-cfc2-4fa1-aafd-478a82d8fe59/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ba8e2c8c-cfc2-4fa1-aafd-478a82d8fe59/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:ba8e2c8c-cfc2-4fa1-aafd-478a82d8fe59/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ba8e2c8c-cfc2-4fa1-aafd-478a82d8fe59/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Striker,High,uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:b3156722-3178-4331-b4c4-022c2dc807d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b3156722-3178-4331-b4c4-022c2dc807d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:de15c0ff-8439-45bc-ad13-7940e2cd46ff/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:de15c0ff-8439-45bc-ad13-7940e2cd46ff/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't know,High,uuid:d4a71b1e-635b-40bf-8cc5-b3a2c66d6fbc/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:d4a71b1e-635b-40bf-8cc5-b3a2c66d6fbc/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:7139d3cd-16bc-4706-b40a-935412f6ad11/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:7139d3cd-16bc-4706-b40a-935412f6ad11/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:e4bd52b8-0f2d-445d-9646-2290f1814f0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e4bd52b8-0f2d-445d-9646-2290f1814f0d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:3e1a773a-3e2e-488c-9790-c76a256bb3c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3e1a773a-3e2e-488c-9790-c76a256bb3c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:3e1a773a-3e2e-488c-9790-c76a256bb3c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:3e1a773a-3e2e-488c-9790-c76a256bb3c0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Dudu cyper ,High,uuid:4cf863ff-d9e5-49e7-b7d1-dc2b1b9462c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:4cf863ff-d9e5-49e7-b7d1-dc2b1b9462c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Dudu cyper,High,uuid:4cf863ff-d9e5-49e7-b7d1-dc2b1b9462c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:4cf863ff-d9e5-49e7-b7d1-dc2b1b9462c7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:7085af2f-f640-4213-bdf5-6763d552e2fe/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:7085af2f-f640-4213-bdf5-6763d552e2fe/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Medium,uuid:7085af2f-f640-4213-bdf5-6763d552e2fe/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:7085af2f-f640-4213-bdf5-6763d552e2fe/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:9a89cabe-041f-41dd-ba73-778efdb76397/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:9a89cabe-041f-41dd-ba73-778efdb76397/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,High,uuid:9a89cabe-041f-41dd-ba73-778efdb76397/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9a89cabe-041f-41dd-ba73-778efdb76397/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:e1025d5b-b8fd-498d-a6a5-7d1f3cc04fde/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e1025d5b-b8fd-498d-a6a5-7d1f3cc04fde/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't know ,Medium,uuid:8a49b34a-53c4-48e6-acf9-4f0b91412938/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8a49b34a-53c4-48e6-acf9-4f0b91412938/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't know ,High,uuid:3c0523c8-4b85-4cd1-bbfe-e150df251222/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3c0523c8-4b85-4cd1-bbfe-e150df251222/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:cef19f5d-c14b-4d95-a79b-ccbaaaea584b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:cef19f5d-c14b-4d95-a79b-ccbaaaea584b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,High,uuid:057a82a3-a023-4e19-b764-a539d6000f08/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:057a82a3-a023-4e19-b764-a539d6000f08/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't know ,Medium,uuid:057a82a3-a023-4e19-b764-a539d6000f08/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:057a82a3-a023-4e19-b764-a539d6000f08/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,,High,uuid:c27de2d7-fa02-4302-acf4-1e6142e9a8c8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c27de2d7-fa02-4302-acf4-1e6142e9a8c8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Medium,uuid:fd39c261-e361-4c05-9e66-61d5c797b0df/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fd39c261-e361-4c05-9e66-61d5c797b0df/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:246ee87a-dbb2-46b0-a8c7-228770230677/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:246ee87a-dbb2-46b0-a8c7-228770230677/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Ambush ,Medium,uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Ambush ,Medium,uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,Rocket,Medium,uuid:36d3e4c8-db41-4b43-8608-05bc37cd4605/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:36d3e4c8-db41-4b43-8608-05bc37cd4605/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:36d3e4c8-db41-4b43-8608-05bc37cd4605/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:36d3e4c8-db41-4b43-8608-05bc37cd4605/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:bf3bb5a3-5ba9-4285-ab55-e9eeed9bfdb5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bf3bb5a3-5ba9-4285-ab55-e9eeed9bfdb5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Tufugor,High,uuid:55dd0014-cfd5-4461-b5d5-aab65417a48c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:55dd0014-cfd5-4461-b5d5-aab65417a48c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket,Medium,uuid:26c0764f-4b2b-4f7d-b4cf-196c4e0e8c9d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:26c0764f-4b2b-4f7d-b4cf-196c4e0e8c9d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:1b10c35a-5d3b-4f3e-a802-4b47a7b1db94/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1b10c35a-5d3b-4f3e-a802-4b47a7b1db94/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:78bf4c92-660c-488f-98ab-97af73e54de4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:78bf4c92-660c-488f-98ab-97af73e54de4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
,,,uuid:c1ae1cf1-35da-4a4c-b00f-a33553b2485b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c1ae1cf1-35da-4a4c-b00f-a33553b2485b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,"Rocket,  eminent 5wdg",Medium,uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Rocket ,Medium,uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Eminent 5wdg ,Medium,uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:51bf1cc9-a26e-4b29-8845-9b529c9e9cfb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Pesticides_Application,I don't remember the name ,Medium,uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,I do not know the name ,Medium,uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:24f3f9b6-3402-4ff2-ab46-df0ddd80e00f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,"I don't know, it's my husband who buys and sprays",Medium,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,"I don't know, it's my husband who buys and sprays",Medium,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,"I don't know, it's my husband who buys and sprays",Medium,uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:f32705b6-9c8a-4e76-825c-fab797ebc70b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:efc71b22-348e-409c-9c4d-d7e96a72d1a2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:2b1b0f26-426b-4f5c-ad9e-48c6bfd08591/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2b1b0f26-426b-4f5c-ad9e-48c6bfd08591/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Herbal_Plants,,Low,uuid:2b1b0f26-426b-4f5c-ad9e-48c6bfd08591/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2b1b0f26-426b-4f5c-ad9e-48c6bfd08591/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Mechanically_Remove_The_Insect_,,Low,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Ambush,Medium,uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:358ebb24-e9b7-43b7-9be7-2a7db6ce3fc2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Not_Applicable,,Low,uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:44bd90b5-b349-4d39-9b23-b196e003f1c1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Herbal_Plants,,Low,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Mechanically_Remove_The_Insect_,,Low,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Ash_pepper,,Low,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a3a6eb00-0f28-40d4-8ada-1dcdf7c227bb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Ambush,Medium,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[2]
Mechanically_Remove_The_Insect_,,Low,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Mechanically_Remove_The_Insect_,,Low,uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c1ba5983-a0f4-4360-95b3-52303a86698c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Herbal_Plants,,Low,uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:36cad476-4a8c-4225-bf82-0d7bc0f8837e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Don't remember,High,uuid:212580f2-9ce4-4ae3-b034-d72390393977/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:212580f2-9ce4-4ae3-b034-d72390393977/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
Pesticides_Application,Ambush,Medium,uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:d311cd2d-b41a-476f-abf6-436c6a340b01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Stem-borer_Feb_March_2020[1]
